Depth,Sample,Permeability,lPerm,Porosity,PRT,ROCK_INDEX,G1,PD1,G2,PD2,BV1,BV2,Mode,lMode,Reference_Set,Pc,lPc,BVOCC,lBVOCC,dBv,Microns,lMicrons
3044,208,2630.9777,3.42011716704884,0.21055,M_1_2,3,0.23,2.18,1,90,13.07,6.16,37.6752717563442,1.57605639361719,Rosetta,13189.12,4.12021581966361,16.1826731356264,1.20905026215652,0.34317724348066,0.016073854813665,-1.79387995873485
3045,208,2630.9777,3.42011716704884,0.21055,M_1_2,3,0.23,2.18,1,90,13.07,6.16,37.6752717563442,1.57605639361719,Rosetta,26378.24,4.42124581532759,16.4628091097606,1.21650394246661,0.280135974134218,0.008036927406832,-2.09490995439883
3046,209,3250.1059,3.51189751206698,0.21791,M_1_2,3,0.12,2.2,0.56,110,12.83,7.18,42.3670727349093,1.62702845836035,Rosetta,1.61,0.20682587603185,0.002,-2.69897000433602,0,131.67701863354,2.1195099848969
3047,209,3250.1059,3.51189751206698,0.21791,M_1_2,3,0.12,2.2,0.56,110,12.83,7.18,42.3670727349093,1.62702845836035,Rosetta,3.22,0.507855871695831,6.21565170963117,0.793486671040107,6.21365170963117,65.8385093167702,1.81847998923292
3048,209,3250.1059,3.51189751206698,0.21791,M_1_2,3,0.12,2.2,0.56,110,12.83,7.18,42.3670727349093,1.62702845836035,Rosetta,6.44,0.808885867359812,9.92251456628409,0.9966217451254,3.70686285665292,32.9192546583851,1.51744999356894
3049,209,3250.1059,3.51189751206698,0.21791,M_1_2,3,0.12,2.2,0.56,110,12.83,7.18,42.3670727349093,1.62702845836035,Rosetta,12.88,1.10991586302379,10.9751116928412,1.04040894871715,1.05259712655713,16.4596273291925,1.21641999790496
3050,209,3250.1059,3.51189751206698,0.21791,M_1_2,3,0.12,2.2,0.56,110,12.83,7.18,42.3670727349093,1.62702845836035,Rosetta,25.76,1.41094585868777,11.4689684013221,1.05952435619581,0.493856708480914,8.22981366459627,0.915390002240977
3051,209,3250.1059,3.51189751206698,0.21791,M_1_2,3,0.12,2.2,0.56,110,12.83,7.18,42.3670727349093,1.62702845836035,Rosetta,51.52,1.71197585435176,11.7553780691884,1.0702366011957,0.286409667866288,4.11490683229814,0.614360006576996
3052,209,3250.1059,3.51189751206698,0.21791,M_1_2,3,0.12,2.2,0.56,110,12.83,7.18,42.3670727349093,1.62702845836035,Rosetta,103.04,2.01300585001574,11.9423083789861,1.07708828151356,0.18693030979769,2.05745341614907,0.313330010913015
3053,209,3250.1059,3.51189751206698,0.21791,M_1_2,3,0.12,2.2,0.56,110,12.83,7.18,42.3670727349093,1.62702845836035,Rosetta,206.08,2.31403584567972,12.9948441676637,1.11377107587016,1.05253578867756,1.02872670807453,0.012300015249033
3054,209,3250.1059,3.51189751206698,0.21791,M_1_2,3,0.12,2.2,0.56,110,12.83,7.18,42.3670727349093,1.62702845836035,Rosetta,412.16,2.6150658413437,14.8774386305991,1.17252816747677,1.88259446293547,0.514363354037267,-0.288729980414948
3055,209,3250.1059,3.51189751206698,0.21791,M_1_2,3,0.12,2.2,0.56,110,12.83,7.18,42.3670727349093,1.62702845836035,Rosetta,824.32,2.91609583700768,16.0326887629387,1.20500636184174,1.15525013233953,0.257181677018634,-0.589759976078929
3056,209,3250.1059,3.51189751206698,0.21791,M_1_2,3,0.12,2.2,0.56,110,12.83,7.18,42.3670727349093,1.62702845836035,Rosetta,1648.64,3.21712583267166,16.7665849513147,1.22444461371919,0.733896188376022,0.128590838509317,-0.89078997174291
3057,209,3250.1059,3.51189751206698,0.21791,M_1_2,3,0.12,2.2,0.56,110,12.83,7.18,42.3670727349093,1.62702845836035,Rosetta,3297.28,3.51815582833564,17.2698406061703,1.23728832921887,0.503255654855586,0.064295419254658,-1.19181996740689
3058,209,3250.1059,3.51189751206698,0.21791,M_1_2,3,0.12,2.2,0.56,110,12.83,7.18,42.3670727349093,1.62702845836035,Rosetta,6594.56,3.81918582399962,17.636036958778,1.24640100027997,0.366196352607755,0.032147709627329,-1.49284996307087
3059,209,3250.1059,3.51189751206698,0.21791,M_1_2,3,0.12,2.2,0.56,110,12.83,7.18,42.3670727349093,1.62702845836035,Rosetta,13189.12,4.12021581966361,17.9145813419457,1.25320666329714,0.278544383167638,0.016073854813665,-1.79387995873485
3060,209,3250.1059,3.51189751206698,0.21791,M_1_2,3,0.12,2.2,0.56,110,12.83,7.18,42.3670727349093,1.62702845836035,Rosetta,26378.24,4.42124581532759,18.1337376896291,1.25848732922944,0.219156347683427,0.008036927406832,-2.09490995439883
3061,210,148.83043,2.17269173651871,0.0906,M_1_2,3,0.69,2.42,0.81,130,7.27,0.9,19.9965807071088,1.30095574031455,Rosetta,1.61,0.20682587603185,0.002,-2.69897000433602,0,131.67701863354,2.1195099848969
3062,210,148.83043,2.17269173651871,0.0906,M_1_2,3,0.69,2.42,0.81,130,7.27,0.9,19.9965807071088,1.30095574031455,Rosetta,3.22,0.507855871695831,0.029010640182142,-1.53744268745021,0.027010640182142,65.8385093167702,1.81847998923292
3063,210,148.83043,2.17269173651871,0.0906,M_1_2,3,0.69,2.42,0.81,130,7.27,0.9,19.9965807071088,1.30095574031455,Rosetta,6.44,0.808885867359812,1.43662003879864,0.157341919927558,1.4076093986165,32.9192546583851,1.51744999356894
3064,210,148.83043,2.17269173651871,0.0906,M_1_2,3,0.69,2.42,0.81,130,7.27,0.9,19.9965807071088,1.30095574031455,Rosetta,12.88,1.10991586302379,2.81362713186343,0.449266543239566,1.37700709306479,16.4596273291925,1.21641999790496
3065,210,148.83043,2.17269173651871,0.0906,M_1_2,3,0.69,2.42,0.81,130,7.27,0.9,19.9965807071088,1.30095574031455,Rosetta,25.76,1.41094585868777,3.71621805632416,0.570101189142891,0.902590924460729,8.22981366459627,0.915390002240977
3066,210,148.83043,2.17269173651871,0.0906,M_1_2,3,0.69,2.42,0.81,130,7.27,0.9,19.9965807071088,1.30095574031455,Rosetta,51.52,1.71197585435176,4.32678241526135,0.636165055996667,0.610564358937185,4.11490683229814,0.614360006576996
3067,210,148.83043,2.17269173651871,0.0906,M_1_2,3,0.69,2.42,0.81,130,7.27,0.9,19.9965807071088,1.30095574031455,Rosetta,103.04,2.01300585001574,4.76229766437303,0.677816537216381,0.435515249111684,2.05745341614907,0.313330010913015
3068,210,148.83043,2.17269173651871,0.0906,M_1_2,3,0.69,2.42,0.81,130,7.27,0.9,19.9965807071088,1.30095574031455,Rosetta,206.08,2.31403584567972,5.10193020043248,0.707734512726462,0.339632536059451,1.02872670807453,0.012300015249033
3069,210,148.83043,2.17269173651871,0.0906,M_1_2,3,0.69,2.42,0.81,130,7.27,0.9,19.9965807071088,1.30095574031455,Rosetta,412.16,2.6150658413437,5.51626536773057,0.741645150355324,0.414335167298083,0.514363354037267,-0.288729980414948
3070,210,148.83043,2.17269173651871,0.0906,M_1_2,3,0.69,2.42,0.81,130,7.27,0.9,19.9965807071088,1.30095574031455,Rosetta,824.32,2.91609583700768,5.86512903371933,0.768277571100457,0.348863665988762,0.257181677018634,-0.589759976078929
3071,210,148.83043,2.17269173651871,0.0906,M_1_2,3,0.69,2.42,0.81,130,7.27,0.9,19.9965807071088,1.30095574031455,Rosetta,1648.64,3.21712583267166,6.13166444822886,0.787578380319654,0.266535414509532,0.128590838509317,-0.89078997174291
3072,210,148.83043,2.17269173651871,0.0906,M_1_2,3,0.69,2.42,0.81,130,7.27,0.9,19.9965807071088,1.30095574031455,Rosetta,3297.28,3.51815582833564,6.34005733711183,0.802093185496666,0.208392888882972,0.064295419254658,-1.19181996740689
3073,210,148.83043,2.17269173651871,0.0906,M_1_2,3,0.69,2.42,0.81,130,7.27,0.9,19.9965807071088,1.30095574031455,Rosetta,6594.56,3.81918582399962,6.50778888657379,0.813433455929974,0.167731549461961,0.032147709627329,-1.49284996307087
3074,210,148.83043,2.17269173651871,0.0906,M_1_2,3,0.69,2.42,0.81,130,7.27,0.9,19.9965807071088,1.30095574031455,Rosetta,13189.12,4.12021581966361,6.64608524444884,0.822565907354417,0.138296357875047,0.016073854813665,-1.79387995873485
3075,210,148.83043,2.17269173651871,0.0906,M_1_2,3,0.69,2.42,0.81,130,7.27,0.9,19.9965807071088,1.30095574031455,Rosetta,26378.24,4.42124581532759,6.76232963562282,0.830096337006912,0.116244391173979,0.008036927406832,-2.09490995439883
3076,211,1208.5422,3.08226181974752,0.20202,M_1_2,3,0.11,2.8,0.56,70,8.52,10.13,33.6734407146986,1.52728749438223,Rosetta,1.61,0.20682587603185,0.002,-2.69897000433602,0,131.67701863354,2.1195099848969
3077,211,1208.5422,3.08226181974752,0.20202,M_1_2,3,0.11,2.8,0.56,70,8.52,10.13,33.6734407146986,1.52728749438223,Rosetta,3.22,0.507855871695831,1.39390235338674,0.144232351329669,1.39190235338674,65.8385093167702,1.81847998923292
3078,211,1208.5422,3.08226181974752,0.20202,M_1_2,3,0.11,2.8,0.56,70,8.52,10.13,33.6734407146986,1.52728749438223,Rosetta,6.44,0.808885867359812,6.28826718188805,0.798530986141163,4.89436482850131,32.9192546583851,1.51744999356894
3079,211,1208.5422,3.08226181974752,0.20202,M_1_2,3,0.11,2.8,0.56,70,8.52,10.13,33.6734407146986,1.52728749438223,Rosetta,12.88,1.10991586302379,7.21884000420034,0.858467416371737,0.930572822312295,16.4596273291925,1.21641999790496
3080,211,1208.5422,3.08226181974752,0.20202,M_1_2,3,0.11,2.8,0.56,70,8.52,10.13,33.6734407146986,1.52728749438223,Rosetta,25.76,1.41094585868777,7.60261501672916,0.880962999122379,0.383775012528814,8.22981366459627,0.915390002240977
3081,211,1208.5422,3.08226181974752,0.20202,M_1_2,3,0.11,2.8,0.56,70,8.52,10.13,33.6734407146986,1.52728749438223,Rosetta,51.52,1.71197585435176,7.81179120564691,0.892750626903679,0.209176188917755,4.11490683229814,0.614360006576996
3082,211,1208.5422,3.08226181974752,0.20202,M_1_2,3,0.11,2.8,0.56,70,8.52,10.13,33.6734407146986,1.52728749438223,Rosetta,103.04,2.01300585001574,8.30392546795561,0.919283442503315,0.4921342623087,2.05745341614907,0.313330010913015
3083,211,1208.5422,3.08226181974752,0.20202,M_1_2,3,0.11,2.8,0.56,70,8.52,10.13,33.6734407146986,1.52728749438223,Rosetta,206.08,2.31403584567972,11.1041771984712,1.04548638355965,2.80025173051563,1.02872670807453,0.012300015249033
3084,211,1208.5422,3.08226181974752,0.20202,M_1_2,3,0.11,2.8,0.56,70,8.52,10.13,33.6734407146986,1.52728749438223,Rosetta,412.16,2.6150658413437,12.9960926886453,1.11381280008935,1.89191549017404,0.514363354037267,-0.288729980414948
3085,211,1208.5422,3.08226181974752,0.20202,M_1_2,3,0.11,2.8,0.56,70,8.52,10.13,33.6734407146986,1.52728749438223,Rosetta,824.32,2.91609583700768,14.1563032159422,1.15094985628253,1.16021052729688,0.257181677018634,-0.589759976078929
3086,211,1208.5422,3.08226181974752,0.20202,M_1_2,3,0.11,2.8,0.56,70,8.52,10.13,33.6734407146986,1.52728749438223,Rosetta,1648.64,3.21712583267166,14.9255635386838,1.17393073759841,0.769260322741619,0.128590838509317,-0.89078997174291
3087,211,1208.5422,3.08226181974752,0.20202,M_1_2,3,0.11,2.8,0.56,70,8.52,10.13,33.6734407146986,1.52728749438223,Rosetta,3297.28,3.51815582833564,15.4704978229185,1.18950428902373,0.54493428423471,0.064295419254658,-1.19181996740689
3088,211,1208.5422,3.08226181974752,0.20202,M_1_2,3,0.11,2.8,0.56,70,8.52,10.13,33.6734407146986,1.52728749438223,Rosetta,6594.56,3.81918582399962,15.8762028524346,1.2007466393111,0.405705029516113,0.032147709627329,-1.49284996307087
3089,211,1208.5422,3.08226181974752,0.20202,M_1_2,3,0.11,2.8,0.56,70,8.52,10.13,33.6734407146986,1.52728749438223,Rosetta,13189.12,4.12021581966361,16.1898719485625,1.20924341377792,0.313669096127853,0.016073854813665,-1.79387995873485
3090,211,1208.5422,3.08226181974752,0.20202,M_1_2,3,0.11,2.8,0.56,70,8.52,10.13,33.6734407146986,1.52728749438223,Rosetta,26378.24,4.42124581532759,16.4396153977803,1.2158916530717,0.249743449217817,0.008036927406832,-2.09490995439883
3091,212,108.8691,2.03690463270575,0.16009,M_1_2,3,0.59,3,0.44,135.7,11.99,2.51,18.0964637416389,1.25759371699419,Rosetta,1.61,0.20682587603185,0.002,-2.69897000433602,0,131.67701863354,2.1195099848969
3092,212,108.8691,2.03690463270575,0.16009,M_1_2,3,0.59,3,0.44,135.7,11.99,2.51,18.0964637416389,1.25759371699419,Rosetta,3.22,0.507855871695831,0.001000055910951,-2.99997571886145,-0.000999944089049,65.8385093167702,1.81847998923292
3093,212,108.8691,2.03690463270575,0.16009,M_1_2,3,0.59,3,0.44,135.7,11.99,2.51,18.0964637416389,1.25759371699419,Rosetta,6.44,0.808885867359812,2.02871497936413,0.307221035902588,2.02771492345318,32.9192546583851,1.51744999356894
3094,212,108.8691,2.03690463270575,0.16009,M_1_2,3,0.59,3,0.44,135.7,11.99,2.51,18.0964637416389,1.25759371699419,Rosetta,12.88,1.10991586302379,4.72347554495596,0.674261671207378,2.69476056559184,16.4596273291925,1.21641999790496
3095,212,108.8691,2.03690463270575,0.16009,M_1_2,3,0.59,3,0.44,135.7,11.99,2.51,18.0964637416389,1.25759371699419,Rosetta,25.76,1.41094585868777,6.37795737941749,0.804681612751775,1.65448183446153,8.22981366459627,0.915390002240977
3096,212,108.8691,2.03690463270575,0.16009,M_1_2,3,0.59,3,0.44,135.7,11.99,2.51,18.0964637416389,1.25759371699419,Rosetta,51.52,1.71197585435176,7.43904390425626,0.871517121864715,1.06108652483877,4.11490683229814,0.614360006576996
3097,212,108.8691,2.03690463270575,0.16009,M_1_2,3,0.59,3,0.44,135.7,11.99,2.51,18.0964637416389,1.25759371699419,Rosetta,103.04,2.01300585001574,8.16872163030335,0.912154096637048,0.729677726047089,2.05745341614907,0.313330010913015
3098,212,108.8691,2.03690463270575,0.16009,M_1_2,3,0.59,3,0.44,135.7,11.99,2.51,18.0964637416389,1.25759371699419,Rosetta,206.08,2.31403584567972,8.9205431303937,0.950391297352807,0.751821500090347,1.02872670807453,0.012300015249033
3099,212,108.8691,2.03690463270575,0.16009,M_1_2,3,0.59,3,0.44,135.7,11.99,2.51,18.0964637416389,1.25759371699419,Rosetta,412.16,2.6150658413437,10.1091769363733,1.00471579787168,1.18863380597961,0.514363354037267,-0.288729980414948
3100,212,108.8691,2.03690463270575,0.16009,M_1_2,3,0.59,3,0.44,135.7,11.99,2.51,18.0964637416389,1.25759371699419,Rosetta,824.32,2.91609583700768,10.8472916898253,1.03532131873874,0.738114753452015,0.257181677018634,-0.589759976078929
3101,212,108.8691,2.03690463270575,0.16009,M_1_2,3,0.59,3,0.44,135.7,11.99,2.51,18.0964637416389,1.25759371699419,Rosetta,1648.64,3.21712583267166,11.3420721193516,1.05469240445032,0.494780429526264,0.128590838509317,-0.89078997174291
3102,212,108.8691,2.03690463270575,0.16009,M_1_2,3,0.59,3,0.44,135.7,11.99,2.51,18.0964637416389,1.25759371699419,Rosetta,3297.28,3.51815582833564,11.7043147543245,1.06834599239171,0.362242634972947,0.064295419254658,-1.19181996740689
3103,212,108.8691,2.03690463270575,0.16009,M_1_2,3,0.59,3,0.44,135.7,11.99,2.51,18.0964637416389,1.25759371699419,Rosetta,6594.56,3.81918582399962,11.9848099602651,1.07863115193976,0.28049520594057,0.032147709627329,-1.49284996307087
3104,212,108.8691,2.03690463270575,0.16009,M_1_2,3,0.59,3,0.44,135.7,11.99,2.51,18.0964637416389,1.25759371699419,Rosetta,13189.12,4.12021581966361,12.2102868470564,1.08672586661732,0.22547688679126,0.016073854813665,-1.79387995873485
3105,212,108.8691,2.03690463270575,0.16009,M_1_2,3,0.59,3,0.44,135.7,11.99,2.51,18.0964637416389,1.25759371699419,Rosetta,26378.24,4.42124581532759,12.3964409078582,1.09329701452147,0.18615406080181,0.008036927406832,-2.09490995439883
3106,213,203.0909,2.30769046418115,0.23347,M_1_2,3,0.69,3.59,0.5,170,18.51,3.22,13.4795892231764,1.12967665771666,Rosetta,1.61,0.20682587603185,0.002,-2.69897000433602,0,131.67701863354,2.1195099848969
3107,213,203.0909,2.30769046418115,0.23347,M_1_2,3,0.69,3.59,0.5,170,18.51,3.22,13.4795892231764,1.12967665771666,Rosetta,3.22,0.507855871695831,0.002,-2.69897000433602,0,65.8385093167702,1.81847998923292
3108,213,203.0909,2.30769046418115,0.23347,M_1_2,3,0.69,3.59,0.5,170,18.51,3.22,13.4795892231764,1.12967665771666,Rosetta,6.44,0.808885867359812,1.22409752211351,0.087816018813301,1.22209752211351,32.9192546583851,1.51744999356894
3109,213,203.0909,2.30769046418115,0.23347,M_1_2,3,0.69,3.59,0.5,170,18.51,3.22,13.4795892231764,1.12967665771666,Rosetta,12.88,1.10991586302379,5.34252389504193,0.727746473271605,4.11842637292842,16.4596273291925,1.21641999790496
3110,213,203.0909,2.30769046418115,0.23347,M_1_2,3,0.69,3.59,0.5,170,18.51,3.22,13.4795892231764,1.12967665771666,Rosetta,25.76,1.41094585868777,8.27107089959448,0.917561743612364,2.92854700455256,8.22981366459627,0.915390002240977
3111,213,203.0909,2.30769046418115,0.23347,M_1_2,3,0.69,3.59,0.5,170,18.51,3.22,13.4795892231764,1.12967665771666,Rosetta,51.52,1.71197585435176,10.1999471165234,1.00859792008921,1.92887621692895,4.11490683229814,0.614360006576996
3112,213,203.0909,2.30769046418115,0.23347,M_1_2,3,0.69,3.59,0.5,170,18.51,3.22,13.4795892231764,1.12967665771666,Rosetta,103.04,2.01300585001574,11.5356120028841,1.06204064024635,1.33566488636068,2.05745341614907,0.313330010913015
3113,213,203.0909,2.30769046418115,0.23347,M_1_2,3,0.69,3.59,0.5,170,18.51,3.22,13.4795892231764,1.12967665771666,Rosetta,206.08,2.31403584567972,12.5152516587603,1.09743958689766,0.979639655876213,1.02872670807453,0.012300015249033
3114,213,203.0909,2.30769046418115,0.23347,M_1_2,3,0.69,3.59,0.5,170,18.51,3.22,13.4795892231764,1.12967665771666,Rosetta,412.16,2.6150658413437,14.1228277825784,1.14992166324643,1.60757612381806,0.514363354037267,-0.288729980414948
3115,213,203.0909,2.30769046418115,0.23347,M_1_2,3,0.69,3.59,0.5,170,18.51,3.22,13.4795892231764,1.12967665771666,Rosetta,824.32,2.91609583700768,15.3756820869926,1.18683439079194,1.25285430441419,0.257181677018634,-0.589759976078929
3116,213,203.0909,2.30769046418115,0.23347,M_1_2,3,0.69,3.59,0.5,170,18.51,3.22,13.4795892231764,1.12967665771666,Rosetta,1648.64,3.21712583267166,16.2266438942881,1.21022870535242,0.850961807295551,0.128590838509317,-0.89078997174291
3117,213,203.0909,2.30769046418115,0.23347,M_1_2,3,0.69,3.59,0.5,170,18.51,3.22,13.4795892231764,1.12967665771666,Rosetta,3297.28,3.51815582833564,16.8514604691391,1.22663754593151,0.624816574850971,0.064295419254658,-1.19181996740689
3118,213,203.0909,2.30769046418115,0.23347,M_1_2,3,0.69,3.59,0.5,170,18.51,3.22,13.4795892231764,1.12967665771666,Rosetta,6594.56,3.81918582399962,17.3362948185764,1.23895628392506,0.48483434943731,0.032147709627329,-1.49284996307087
3119,213,203.0909,2.30769046418115,0.23347,M_1_2,3,0.69,3.59,0.5,170,18.51,3.22,13.4795892231764,1.12967665771666,Rosetta,13189.12,4.12021581966361,17.7267741735703,1.24862971213336,0.390479354993868,0.016073854813665,-1.79387995873485
3120,213,203.0909,2.30769046418115,0.23347,M_1_2,3,0.69,3.59,0.5,170,18.51,3.22,13.4795892231764,1.12967665771666,Rosetta,26378.24,4.42124581532759,18.0497006632662,1.25647000394973,0.322926489695906,0.008036927406832,-2.09490995439883
3121,214,128.95013,2.11042178430454,0.17959,M_1_2,3,0.42,3.6,0.25,180,11.15,5.78,18.3365253058249,1.26331704215865,Rosetta,1.61,0.20682587603185,0.002,-2.69897000433602,0,131.67701863354,2.1195099848969
3122,214,128.95013,2.11042178430454,0.17959,M_1_2,3,0.42,3.6,0.25,180,11.15,5.78,18.3365253058249,1.26331704215865,Rosetta,3.22,0.507855871695831,0.002,-2.69897000433602,0,65.8385093167702,1.81847998923292
3123,214,128.95013,2.11042178430454,0.17959,M_1_2,3,0.42,3.6,0.25,180,11.15,5.78,18.3365253058249,1.26331704215865,Rosetta,6.44,0.808885867359812,2.11747013611824,0.32581729394465,2.11547013611824,32.9192546583851,1.51744999356894
3124,214,128.95013,2.11042178430454,0.17959,M_1_2,3,0.42,3.6,0.25,180,11.15,5.78,18.3365253058249,1.26331704215865,Rosetta,12.88,1.10991586302379,5.22520016838355,0.718102932172431,3.1077300322653,16.4596273291925,1.21641999790496
3125,214,128.95013,2.11042178430454,0.17959,M_1_2,3,0.42,3.6,0.25,180,11.15,5.78,18.3365253058249,1.26331704215865,Rosetta,25.76,1.41094585868777,6.8242756998215,0.834056563952619,1.59907553143795,8.22981366459627,0.915390002240977
3126,214,128.95013,2.11042178430454,0.17959,M_1_2,3,0.42,3.6,0.25,180,11.15,5.78,18.3365253058249,1.26331704215865,Rosetta,51.52,1.71197585435176,7.7554078325179,0.889604640931688,0.931132132696396,4.11490683229814,0.614360006576996
3127,214,128.95013,2.11042178430454,0.17959,M_1_2,3,0.42,3.6,0.25,180,11.15,5.78,18.3365253058249,1.26331704215865,Rosetta,103.04,2.01300585001574,8.35978215892703,0.922194960643734,0.604374326409136,2.05745341614907,0.313330010913015
3128,214,128.95013,2.11042178430454,0.17959,M_1_2,3,0.42,3.6,0.25,180,11.15,5.78,18.3365253058249,1.26331704215865,Rosetta,206.08,2.31403584567972,8.86391578042402,0.947625621000005,0.504133621496987,1.02872670807453,0.012300015249033
3129,214,128.95013,2.11042178430454,0.17959,M_1_2,3,0.42,3.6,0.25,180,11.15,5.78,18.3365253058249,1.26331704215865,Rosetta,412.16,2.6150658413437,11.980070970065,1.07845939082594,3.11615518964099,0.514363354037267,-0.288729980414948
3130,214,128.95013,2.11042178430454,0.17959,M_1_2,3,0.42,3.6,0.25,180,11.15,5.78,18.3365253058249,1.26331704215865,Rosetta,824.32,2.91609583700768,13.2936021929447,1.12364267850056,1.3135312228797,0.257181677018634,-0.589759976078929
3131,214,128.95013,2.11042178430454,0.17959,M_1_2,3,0.42,3.6,0.25,180,11.15,5.78,18.3365253058249,1.26331704215865,Rosetta,1648.64,3.21712583267166,13.9807547398747,1.14553061708314,0.687152546930028,0.128590838509317,-0.89078997174291
3132,214,128.95013,2.11042178430454,0.17959,M_1_2,3,0.42,3.6,0.25,180,11.15,5.78,18.3365253058249,1.26331704215865,Rosetta,3297.28,3.51815582833564,14.4193777689645,1.15894651993017,0.438623029089756,0.064295419254658,-1.19181996740689
3133,214,128.95013,2.11042178430454,0.17959,M_1_2,3,0.42,3.6,0.25,180,11.15,5.78,18.3365253058249,1.26331704215865,Rosetta,6594.56,3.81918582399962,14.7307922707878,1.16822610526614,0.311414501823343,0.032147709627329,-1.49284996307087
3134,214,128.95013,2.11042178430454,0.17959,M_1_2,3,0.42,3.6,0.25,180,11.15,5.78,18.3365253058249,1.26331704215865,Rosetta,13189.12,4.12021581966361,14.9665849180706,1.17512271414149,0.235792647282777,0.016073854813665,-1.79387995873485
3135,214,128.95013,2.11042178430454,0.17959,M_1_2,3,0.42,3.6,0.25,180,11.15,5.78,18.3365253058249,1.26331704215865,Rosetta,26378.24,4.42124581532759,15.1529179721607,1.18049627225634,0.18633305409004,0.008036927406832,-2.09490995439883
3136,215,514.01943,2.71097953569235,0.15979,M_1_2,3,0.12,3.8,0.2,220,10.84,2.51,24.5283052675791,1.38966754256575,Rosetta,1.61,0.20682587603185,0.002,-2.69897000433602,0,131.67701863354,2.1195099848969
3137,215,514.01943,2.71097953569235,0.15979,M_1_2,3,0.12,3.8,0.2,220,10.84,2.51,24.5283052675791,1.38966754256575,Rosetta,3.22,0.507855871695831,0.002,-2.69897000433602,0,65.8385093167702,1.81847998923292
3138,215,514.01943,2.71097953569235,0.15979,M_1_2,3,0.12,3.8,0.2,220,10.84,2.51,24.5283052675791,1.38966754256575,Rosetta,6.44,0.808885867359812,6.42354598983448,0.807774837831414,6.42154598983448,32.9192546583851,1.51744999356894
3139,215,514.01943,2.71097953569235,0.15979,M_1_2,3,0.12,3.8,0.2,220,10.84,2.51,24.5283052675791,1.38966754256575,Rosetta,12.88,1.10991586302379,8.6464906982442,0.93683987860598,2.22294470840972,16.4596273291925,1.21641999790496
3140,215,514.01943,2.71097953569235,0.15979,M_1_2,3,0.12,3.8,0.2,220,10.84,2.51,24.5283052675791,1.38966754256575,Rosetta,25.76,1.41094585868777,9.38461189206758,0.972416316742266,0.738121193823385,8.22981366459627,0.915390002240977
3141,215,514.01943,2.71097953569235,0.15979,M_1_2,3,0.12,3.8,0.2,220,10.84,2.51,24.5283052675791,1.38966754256575,Rosetta,51.52,1.71197585435176,9.75157051754059,0.989074565665128,0.366958625473007,4.11490683229814,0.614360006576996
3142,215,514.01943,2.71097953569235,0.15979,M_1_2,3,0.12,3.8,0.2,220,10.84,2.51,24.5283052675791,1.38966754256575,Rosetta,103.04,2.01300585001574,9.9709179088497,0.998735140698667,0.21934739130911,2.05745341614907,0.313330010913015
3143,215,514.01943,2.71097953569235,0.15979,M_1_2,3,0.12,3.8,0.2,220,10.84,2.51,24.5283052675791,1.38966754256575,Rosetta,206.08,2.31403584567972,10.1167723843732,1.00504197898256,0.145854475523541,1.02872670807453,0.012300015249033
3144,215,514.01943,2.71097953569235,0.15979,M_1_2,3,0.12,3.8,0.2,220,10.84,2.51,24.5283052675791,1.38966754256575,Rosetta,412.16,2.6150658413437,11.4256531800247,1.05788103713329,1.30888079565143,0.514363354037267,-0.288729980414948
3145,215,514.01943,2.71097953569235,0.15979,M_1_2,3,0.12,3.8,0.2,220,10.84,2.51,24.5283052675791,1.38966754256575,Rosetta,824.32,2.91609583700768,12.0692505751787,1.081680303969,0.643597395154016,0.257181677018634,-0.589759976078929
3146,215,514.01943,2.71097953569235,0.15979,M_1_2,3,0.12,3.8,0.2,220,10.84,2.51,24.5283052675791,1.38966754256575,Rosetta,1648.64,3.21712583267166,12.3554334867877,1.09185798710089,0.286182911608996,0.128590838509317,-0.89078997174291
3147,215,514.01943,2.71097953569235,0.15979,M_1_2,3,0.12,3.8,0.2,220,10.84,2.51,24.5283052675791,1.38966754256575,Rosetta,3297.28,3.51815582833564,12.5241290043211,1.09774753240194,0.168695517533394,0.064295419254658,-1.19181996740689
3148,215,514.01943,2.71097953569235,0.15979,M_1_2,3,0.12,3.8,0.2,220,10.84,2.51,24.5283052675791,1.38966754256575,Rosetta,6594.56,3.81918582399962,12.6383359392735,1.10168989515154,0.114206934952405,0.032147709627329,-1.49284996307087
3149,215,514.01943,2.71097953569235,0.15979,M_1_2,3,0.12,3.8,0.2,220,10.84,2.51,24.5283052675791,1.38966754256575,Rosetta,13189.12,4.12021581966361,12.7220875068588,1.10455837847642,0.083751567585273,0.016073854813665,-1.79387995873485
3150,215,514.01943,2.71097953569235,0.15979,M_1_2,3,0.12,3.8,0.2,220,10.84,2.51,24.5283052675791,1.38966754256575,Rosetta,26378.24,4.42124581532759,12.7867543130447,1.10676032064611,0.064666806185919,0.008036927406832,-2.09490995439883
3151,216,23.4143,1.36948117853144,0.1937,M_1_2,3,1.31,4.5,0.1,280,16.34,2.25,5.27116519474059,0.721906626922617,Rosetta,1.61,0.20682587603185,0.002,-2.69897000433602,0,131.67701863354,2.1195099848969
3152,216,23.4143,1.36948117853144,0.1937,M_1_2,3,1.31,4.5,0.1,280,16.34,2.25,5.27116519474059,0.721906626922617,Rosetta,3.22,0.507855871695831,0.002,-2.69897000433602,0,65.8385093167702,1.81847998923292
